Date_Key;FullDate;DayNumberOfMonth;DayNumberOfWeek;DayName;MonthNumber;MonthName;QuarterNumber;QuarterName;CalendarYear;YearMonth;IsWeekend
20130210;2013-02-10;10;7;Sunday;2;February;1;Q1;2013;2013-02;1
20130211;2013-02-11;11;1;Monday;2;February;1;Q1;2013;2013-02;0
20130212;2013-02-12;12;2;Tuesday;2;February;1;Q1;2013;2013-02;0
20130213;2013-02-13;13;3;Wednesday;2;February;1;Q1;2013;2013-02;0
20130214;2013-02-14;14;4;Thursday;2;February;1;Q1;2013;2013-02;0
20130215;2013-02-15;15;5;Friday;2;February;1;Q1;2013;2013-02;0
20130216;2013-02-16;16;6;Saturday;2;February;1;Q1;2013;2013-02;1
20130217;2013-02-17;17;7;Sunday;2;February;1;Q1;2013;2013-02;1
20130218;2013-02-18;18;1;Monday;2;February;1;Q1;2013;2013-02;0
20130219;2013-02-19;19;2;Tuesday;2;February;1;Q1;2013;2013-02;0
20130220;2013-02-20;20;3;Wednesday;2;February;1;Q1;2013;2013-02;0
20130221;2013-02-21;21;4;Thursday;2;February;1;Q1;2013;2013-02;0
20130222;2013-02-22;22;5;Friday;2;February;1;Q1;2013;2013-02;0
20130223;2013-02-23;23;6;Saturday;2;February;1;Q1;2013;2013-02;1
20130224;2013-02-24;24;7;Sunday;2;February;1;Q1;2013;2013-02;1
20130225;2013-02-25;25;1;Monday;2;February;1;Q1;2013;2013-02;0
20130226;2013-02-26;26;2;Tuesday;2;February;1;Q1;2013;2013-02;0
20130227;2013-02-27;27;3;Wednesday;2;February;1;Q1;2013;2013-02;0
20130228;2013-02-28;28;4;Thursday;2;February;1;Q1;2013;2013-02;0
20130301;2013-03-01;1;5;Friday;3;March;1;Q1;2013;2013-03;0
20130302;2013-03-02;2;6;Saturday;3;March;1;Q1;2013;2013-03;1
20130303;2013-03-03;3;7;Sunday;3;March;1;Q1;2013;2013-03;1
20130304;2013-03-04;4;1;Monday;3;March;1;Q1;2013;2013-03;0
20130305;2013-03-05;5;2;Tuesday;3;March;1;Q1;2013;2013-03;0
20130306;2013-03-06;6;3;Wednesday;3;March;1;Q1;2013;2013-03;0
20130307;2013-03-07;7;4;Thursday;3;March;1;Q1;2013;2013-03;0
20130308;2013-03-08;8;5;Friday;3;March;1;Q1;2013;2013-03;0
20130309;2013-03-09;9;6;Saturday;3;March;1;Q1;2013;2013-03;1
20130310;2013-03-10;10;7;Sunday;3;March;1;Q1;2013;2013-03;1
20130311;2013-03-11;11;1;Monday;3;March;1;Q1;2013;2013-03;0
20130312;2013-03-12;12;2;Tuesday;3;March;1;Q1;2013;2013-03;0
20130313;2013-03-13;13;3;Wednesday;3;March;1;Q1;2013;2013-03;0
20130314;2013-03-14;14;4;Thursday;3;March;1;Q1;2013;2013-03;0
20130315;2013-03-15;15;5;Friday;3;March;1;Q1;2013;2013-03;0
20130316;2013-03-16;16;6;Saturday;3;March;1;Q1;2013;2013-03;1
20130317;2013-03-17;17;7;Sunday;3;March;1;Q1;2013;2013-03;1
20130318;2013-03-18;18;1;Monday;3;March;1;Q1;2013;2013-03;0
20130319;2013-03-19;19;2;Tuesday;3;March;1;Q1;2013;2013-03;0
20130320;2013-03-20;20;3;Wednesday;3;March;1;Q1;2013;2013-03;0
20130321;2013-03-21;21;4;Thursday;3;March;1;Q1;2013;2013-03;0
20130322;2013-03-22;22;5;Friday;3;March;1;Q1;2013;2013-03;0
20130323;2013-03-23;23;6;Saturday;3;March;1;Q1;2013;2013-03;1
20130324;2013-03-24;24;7;Sunday;3;March;1;Q1;2013;2013-03;1
20130325;2013-03-25;25;1;Monday;3;March;1;Q1;2013;2013-03;0
20130326;2013-03-26;26;2;Tuesday;3;March;1;Q1;2013;2013-03;0
20130327;2013-03-27;27;3;Wednesday;3;March;1;Q1;2013;2013-03;0
20130328;2013-03-28;28;4;Thursday;3;March;1;Q1;2013;2013-03;0
20130329;2013-03-29;29;5;Friday;3;March;1;Q1;2013;2013-03;0
20130330;2013-03-30;30;6;Saturday;3;March;1;Q1;2013;2013-03;1
20130331;2013-03-31;31;7;Sunday;3;March;1;Q1;2013;2013-03;1
20130401;2013-04-01;1;1;Monday;4;April;2;Q2;2013;2013-04;0
20130402;2013-04-02;2;2;Tuesday;4;April;2;Q2;2013;2013-04;0
20130403;2013-04-03;3;3;Wednesday;4;April;2;Q2;2013;2013-04;0
20130404;2013-04-04;4;4;Thursday;4;April;2;Q2;2013;2013-04;0
20130405;2013-04-05;5;5;Friday;4;April;2;Q2;2013;2013-04;0
20130406;2013-04-06;6;6;Saturday;4;April;2;Q2;2013;2013-04;1
20130407;2013-04-07;7;7;Sunday;4;April;2;Q2;2013;2013-04;1
20130408;2013-04-08;8;1;Monday;4;April;2;Q2;2013;2013-04;0
20130409;2013-04-09;9;2;Tuesday;4;April;2;Q2;2013;2013-04;0
20130410;2013-04-10;10;3;Wednesday;4;April;2;Q2;2013;2013-04;0
20130411;2013-04-11;11;4;Thursday;4;April;2;Q2;2013;2013-04;0
20130412;2013-04-12;12;5;Friday;4;April;2;Q2;2013;2013-04;0
20130413;2013-04-13;13;6;Saturday;4;April;2;Q2;2013;2013-04;1
20130414;2013-04-14;14;7;Sunday;4;April;2;Q2;2013;2013-04;1
20130415;2013-04-15;15;1;Monday;4;April;2;Q2;2013;2013-04;0
20130416;2013-04-16;16;2;Tuesday;4;April;2;Q2;2013;2013-04;0
20130417;2013-04-17;17;3;Wednesday;4;April;2;Q2;2013;2013-04;0
20130418;2013-04-18;18;4;Thursday;4;April;2;Q2;2013;2013-04;0
20130419;2013-04-19;19;5;Friday;4;April;2;Q2;2013;2013-04;0
20130420;2013-04-20;20;6;Saturday;4;April;2;Q2;2013;2013-04;1
20130421;2013-04-21;21;7;Sunday;4;April;2;Q2;2013;2013-04;1
20130422;2013-04-22;22;1;Monday;4;April;2;Q2;2013;2013-04;0
20130423;2013-04-23;23;2;Tuesday;4;April;2;Q2;2013;2013-04;0
20130424;2013-04-24;24;3;Wednesday;4;April;2;Q2;2013;2013-04;0
20130425;2013-04-25;25;4;Thursday;4;April;2;Q2;2013;2013-04;0
20130426;2013-04-26;26;5;Friday;4;April;2;Q2;2013;2013-04;0
20130427;2013-04-27;27;6;Saturday;4;April;2;Q2;2013;2013-04;1
20130428;2013-04-28;28;7;Sunday;4;April;2;Q2;2013;2013-04;1
20130429;2013-04-29;29;1;Monday;4;April;2;Q2;2013;2013-04;0
20130430;2013-04-30;30;2;Tuesday;4;April;2;Q2;2013;2013-04;0
20130501;2013-05-01;1;3;Wednesday;5;May;2;Q2;2013;2013-05;0
20130502;2013-05-02;2;4;Thursday;5;May;2;Q2;2013;2013-05;0
20130503;2013-05-03;3;5;Friday;5;May;2;Q2;2013;2013-05;0
20130504;2013-05-04;4;6;Saturday;5;May;2;Q2;2013;2013-05;1
20130505;2013-05-05;5;7;Sunday;5;May;2;Q2;2013;2013-05;1
20130506;2013-05-06;6;1;Monday;5;May;2;Q2;2013;2013-05;0
20130507;2013-05-07;7;2;Tuesday;5;May;2;Q2;2013;2013-05;0
20130508;2013-05-08;8;3;Wednesday;5;May;2;Q2;2013;2013-05;0
20130509;2013-05-09;9;4;Thursday;5;May;2;Q2;2013;2013-05;0
20130510;2013-05-10;10;5;Friday;5;May;2;Q2;2013;2013-05;0
20130511;2013-05-11;11;6;Saturday;5;May;2;Q2;2013;2013-05;1
20130512;2013-05-12;12;7;Sunday;5;May;2;Q2;2013;2013-05;1
20130513;2013-05-13;13;1;Monday;5;May;2;Q2;2013;2013-05;0
20130514;2013-05-14;14;2;Tuesday;5;May;2;Q2;2013;2013-05;0
20130515;2013-05-15;15;3;Wednesday;5;May;2;Q2;2013;2013-05;0
20130516;2013-05-16;16;4;Thursday;5;May;2;Q2;2013;2013-05;0
20130517;2013-05-17;17;5;Friday;5;May;2;Q2;2013;2013-05;0
20130518;2013-05-18;18;6;Saturday;5;May;2;Q2;2013;2013-05;1
20130519;2013-05-19;19;7;Sunday;5;May;2;Q2;2013;2013-05;1
20130520;2013-05-20;20;1;Monday;5;May;2;Q2;2013;2013-05;0
20130521;2013-05-21;21;2;Tuesday;5;May;2;Q2;2013;2013-05;0
20130522;2013-05-22;22;3;Wednesday;5;May;2;Q2;2013;2013-05;0
20130523;2013-05-23;23;4;Thursday;5;May;2;Q2;2013;2013-05;0
20130524;2013-05-24;24;5;Friday;5;May;2;Q2;2013;2013-05;0
20130525;2013-05-25;25;6;Saturday;5;May;2;Q2;2013;2013-05;1
20130526;2013-05-26;26;7;Sunday;5;May;2;Q2;2013;2013-05;1
20130527;2013-05-27;27;1;Monday;5;May;2;Q2;2013;2013-05;0
20130528;2013-05-28;28;2;Tuesday;5;May;2;Q2;2013;2013-05;0
20130529;2013-05-29;29;3;Wednesday;5;May;2;Q2;2013;2013-05;0
20130530;2013-05-30;30;4;Thursday;5;May;2;Q2;2013;2013-05;0
20130531;2013-05-31;31;5;Friday;5;May;2;Q2;2013;2013-05;0
20130601;2013-06-01;1;6;Saturday;6;June;2;Q2;2013;2013-06;1
20130602;2013-06-02;2;7;Sunday;6;June;2;Q2;2013;2013-06;1
20130603;2013-06-03;3;1;Monday;6;June;2;Q2;2013;2013-06;0
20130604;2013-06-04;4;2;Tuesday;6;June;2;Q2;2013;2013-06;0
20130605;2013-06-05;5;3;Wednesday;6;June;2;Q2;2013;2013-06;0
20130606;2013-06-06;6;4;Thursday;6;June;2;Q2;2013;2013-06;0
20130607;2013-06-07;7;5;Friday;6;June;2;Q2;2013;2013-06;0
20130608;2013-06-08;8;6;Saturday;6;June;2;Q2;2013;2013-06;1
20130609;2013-06-09;9;7;Sunday;6;June;2;Q2;2013;2013-06;1
20130610;2013-06-10;10;1;Monday;6;June;2;Q2;2013;2013-06;0
20130611;2013-06-11;11;2;Tuesday;6;June;2;Q2;2013;2013-06;0
20130612;2013-06-12;12;3;Wednesday;6;June;2;Q2;2013;2013-06;0
20130613;2013-06-13;13;4;Thursday;6;June;2;Q2;2013;2013-06;0
20130614;2013-06-14;14;5;Friday;6;June;2;Q2;2013;2013-06;0
20130615;2013-06-15;15;6;Saturday;6;June;2;Q2;2013;2013-06;1
20130616;2013-06-16;16;7;Sunday;6;June;2;Q2;2013;2013-06;1
20130617;2013-06-17;17;1;Monday;6;June;2;Q2;2013;2013-06;0
20130618;2013-06-18;18;2;Tuesday;6;June;2;Q2;2013;2013-06;0
20130619;2013-06-19;19;3;Wednesday;6;June;2;Q2;2013;2013-06;0
20130620;2013-06-20;20;4;Thursday;6;June;2;Q2;2013;2013-06;0
20130621;2013-06-21;21;5;Friday;6;June;2;Q2;2013;2013-06;0
20130622;2013-06-22;22;6;Saturday;6;June;2;Q2;2013;2013-06;1
20130623;2013-06-23;23;7;Sunday;6;June;2;Q2;2013;2013-06;1
20130624;2013-06-24;24;1;Monday;6;June;2;Q2;2013;2013-06;0
20130625;2013-06-25;25;2;Tuesday;6;June;2;Q2;2013;2013-06;0
20130626;2013-06-26;26;3;Wednesday;6;June;2;Q2;2013;2013-06;0
20130627;2013-06-27;27;4;Thursday;6;June;2;Q2;2013;2013-06;0
20130628;2013-06-28;28;5;Friday;6;June;2;Q2;2013;2013-06;0
20130629;2013-06-29;29;6;Saturday;6;June;2;Q2;2013;2013-06;1
20130630;2013-06-30;30;7;Sunday;6;June;2;Q2;2013;2013-06;1
20130701;2013-07-01;1;1;Monday;7;July;3;Q3;2013;2013-07;0
20130702;2013-07-02;2;2;Tuesday;7;July;3;Q3;2013;2013-07;0
20130703;2013-07-03;3;3;Wednesday;7;July;3;Q3;2013;2013-07;0
20130704;2013-07-04;4;4;Thursday;7;July;3;Q3;2013;2013-07;0
20130705;2013-07-05;5;5;Friday;7;July;3;Q3;2013;2013-07;0
20130706;2013-07-06;6;6;Saturday;7;July;3;Q3;2013;2013-07;1
20130707;2013-07-07;7;7;Sunday;7;July;3;Q3;2013;2013-07;1
20130708;2013-07-08;8;1;Monday;7;July;3;Q3;2013;2013-07;0
20130709;2013-07-09;9;2;Tuesday;7;July;3;Q3;2013;2013-07;0
20130710;2013-07-10;10;3;Wednesday;7;July;3;Q3;2013;2013-07;0
20130711;2013-07-11;11;4;Thursday;7;July;3;Q3;2013;2013-07;0
20130712;2013-07-12;12;5;Friday;7;July;3;Q3;2013;2013-07;0
20130713;2013-07-13;13;6;Saturday;7;July;3;Q3;2013;2013-07;1
20130714;2013-07-14;14;7;Sunday;7;July;3;Q3;2013;2013-07;1
20130715;2013-07-15;15;1;Monday;7;July;3;Q3;2013;2013-07;0
20130716;2013-07-16;16;2;Tuesday;7;July;3;Q3;2013;2013-07;0
20130717;2013-07-17;17;3;Wednesday;7;July;3;Q3;2013;2013-07;0
20130718;2013-07-18;18;4;Thursday;7;July;3;Q3;2013;2013-07;0
20130719;2013-07-19;19;5;Friday;7;July;3;Q3;2013;2013-07;0
20130720;2013-07-20;20;6;Saturday;7;July;3;Q3;2013;2013-07;1
20130721;2013-07-21;21;7;Sunday;7;July;3;Q3;2013;2013-07;1
20130722;2013-07-22;22;1;Monday;7;July;3;Q3;2013;2013-07;0
20130723;2013-07-23;23;2;Tuesday;7;July;3;Q3;2013;2013-07;0
20130724;2013-07-24;24;3;Wednesday;7;July;3;Q3;2013;2013-07;0
20130725;2013-07-25;25;4;Thursday;7;July;3;Q3;2013;2013-07;0
20130726;2013-07-26;26;5;Friday;7;July;3;Q3;2013;2013-07;0
20130727;2013-07-27;27;6;Saturday;7;July;3;Q3;2013;2013-07;1
20130728;2013-07-28;28;7;Sunday;7;July;3;Q3;2013;2013-07;1
20130729;2013-07-29;29;1;Monday;7;July;3;Q3;2013;2013-07;0
20130730;2013-07-30;30;2;Tuesday;7;July;3;Q3;2013;2013-07;0
20130731;2013-07-31;31;3;Wednesday;7;July;3;Q3;2013;2013-07;0
20130801;2013-08-01;1;4;Thursday;8;August;3;Q3;2013;2013-08;0
20130802;2013-08-02;2;5;Friday;8;August;3;Q3;2013;2013-08;0
20130803;2013-08-03;3;6;Saturday;8;August;3;Q3;2013;2013-08;1
20130804;2013-08-04;4;7;Sunday;8;August;3;Q3;2013;2013-08;1
20130805;2013-08-05;5;1;Monday;8;August;3;Q3;2013;2013-08;0
20130806;2013-08-06;6;2;Tuesday;8;August;3;Q3;2013;2013-08;0
20130807;2013-08-07;7;3;Wednesday;8;August;3;Q3;2013;2013-08;0
20130808;2013-08-08;8;4;Thursday;8;August;3;Q3;2013;2013-08;0
20130809;2013-08-09;9;5;Friday;8;August;3;Q3;2013;2013-08;0
20130810;2013-08-10;10;6;Saturday;8;August;3;Q3;2013;2013-08;1
20130811;2013-08-11;11;7;Sunday;8;August;3;Q3;2013;2013-08;1
20130812;2013-08-12;12;1;Monday;8;August;3;Q3;2013;2013-08;0
20130813;2013-08-13;13;2;Tuesday;8;August;3;Q3;2013;2013-08;0
20130814;2013-08-14;14;3;Wednesday;8;August;3;Q3;2013;2013-08;0
20130815;2013-08-15;15;4;Thursday;8;August;3;Q3;2013;2013-08;0
20130816;2013-08-16;16;5;Friday;8;August;3;Q3;2013;2013-08;0
20130817;2013-08-17;17;6;Saturday;8;August;3;Q3;2013;2013-08;1
20130818;2013-08-18;18;7;Sunday;8;August;3;Q3;2013;2013-08;1
20130819;2013-08-19;19;1;Monday;8;August;3;Q3;2013;2013-08;0
20130820;2013-08-20;20;2;Tuesday;8;August;3;Q3;2013;2013-08;0
20130821;2013-08-21;21;3;Wednesday;8;August;3;Q3;2013;2013-08;0
20130822;2013-08-22;22;4;Thursday;8;August;3;Q3;2013;2013-08;0
20130823;2013-08-23;23;5;Friday;8;August;3;Q3;2013;2013-08;0
20130824;2013-08-24;24;6;Saturday;8;August;3;Q3;2013;2013-08;1
20130825;2013-08-25;25;7;Sunday;8;August;3;Q3;2013;2013-08;1
20130826;2013-08-26;26;1;Monday;8;August;3;Q3;2013;2013-08;0
20130827;2013-08-27;27;2;Tuesday;8;August;3;Q3;2013;2013-08;0
20130828;2013-08-28;28;3;Wednesday;8;August;3;Q3;2013;2013-08;0
20130829;2013-08-29;29;4;Thursday;8;August;3;Q3;2013;2013-08;0
20130830;2013-08-30;30;5;Friday;8;August;3;Q3;2013;2013-08;0
20130831;2013-08-31;31;6;Saturday;8;August;3;Q3;2013;2013-08;1
20130901;2013-09-01;1;7;Sunday;9;September;3;Q3;2013;2013-09;1
20130902;2013-09-02;2;1;Monday;9;September;3;Q3;2013;2013-09;0
20130903;2013-09-03;3;2;Tuesday;9;September;3;Q3;2013;2013-09;0
20130904;2013-09-04;4;3;Wednesday;9;September;3;Q3;2013;2013-09;0
20130905;2013-09-05;5;4;Thursday;9;September;3;Q3;2013;2013-09;0
20130906;2013-09-06;6;5;Friday;9;September;3;Q3;2013;2013-09;0
20130907;2013-09-07;7;6;Saturday;9;September;3;Q3;2013;2013-09;1
20130908;2013-09-08;8;7;Sunday;9;September;3;Q3;2013;2013-09;1
20130909;2013-09-09;9;1;Monday;9;September;3;Q3;2013;2013-09;0
20130910;2013-09-10;10;2;Tuesday;9;September;3;Q3;2013;2013-09;0
20130911;2013-09-11;11;3;Wednesday;9;September;3;Q3;2013;2013-09;0
20130912;2013-09-12;12;4;Thursday;9;September;3;Q3;2013;2013-09;0
20130913;2013-09-13;13;5;Friday;9;September;3;Q3;2013;2013-09;0
20130914;2013-09-14;14;6;Saturday;9;September;3;Q3;2013;2013-09;1
20130915;2013-09-15;15;7;Sunday;9;September;3;Q3;2013;2013-09;1
20130916;2013-09-16;16;1;Monday;9;September;3;Q3;2013;2013-09;0
20130917;2013-09-17;17;2;Tuesday;9;September;3;Q3;2013;2013-09;0
20130918;2013-09-18;18;3;Wednesday;9;September;3;Q3;2013;2013-09;0
20130919;2013-09-19;19;4;Thursday;9;September;3;Q3;2013;2013-09;0
20130920;2013-09-20;20;5;Friday;9;September;3;Q3;2013;2013-09;0
20130921;2013-09-21;21;6;Saturday;9;September;3;Q3;2013;2013-09;1
20130922;2013-09-22;22;7;Sunday;9;September;3;Q3;2013;2013-09;1
20130923;2013-09-23;23;1;Monday;9;September;3;Q3;2013;2013-09;0
20130924;2013-09-24;24;2;Tuesday;9;September;3;Q3;2013;2013-09;0
20130925;2013-09-25;25;3;Wednesday;9;September;3;Q3;2013;2013-09;0
20130926;2013-09-26;26;4;Thursday;9;September;3;Q3;2013;2013-09;0
20130927;2013-09-27;27;5;Friday;9;September;3;Q3;2013;2013-09;0
20130928;2013-09-28;28;6;Saturday;9;September;3;Q3;2013;2013-09;1
20130929;2013-09-29;29;7;Sunday;9;September;3;Q3;2013;2013-09;1
20130930;2013-09-30;30;1;Monday;9;September;3;Q3;2013;2013-09;0
20131001;2013-10-01;1;2;Tuesday;10;October;4;Q4;2013;2013-10;0
20131002;2013-10-02;2;3;Wednesday;10;October;4;Q4;2013;2013-10;0
20131003;2013-10-03;3;4;Thursday;10;October;4;Q4;2013;2013-10;0
20131004;2013-10-04;4;5;Friday;10;October;4;Q4;2013;2013-10;0
20131005;2013-10-05;5;6;Saturday;10;October;4;Q4;2013;2013-10;1
20131006;2013-10-06;6;7;Sunday;10;October;4;Q4;2013;2013-10;1
20131007;2013-10-07;7;1;Monday;10;October;4;Q4;2013;2013-10;0
20131008;2013-10-08;8;2;Tuesday;10;October;4;Q4;2013;2013-10;0
20131009;2013-10-09;9;3;Wednesday;10;October;4;Q4;2013;2013-10;0
20131010;2013-10-10;10;4;Thursday;10;October;4;Q4;2013;2013-10;0
20131011;2013-10-11;11;5;Friday;10;October;4;Q4;2013;2013-10;0
20131012;2013-10-12;12;6;Saturday;10;October;4;Q4;2013;2013-10;1
20131013;2013-10-13;13;7;Sunday;10;October;4;Q4;2013;2013-10;1
20131014;2013-10-14;14;1;Monday;10;October;4;Q4;2013;2013-10;0
20131015;2013-10-15;15;2;Tuesday;10;October;4;Q4;2013;2013-10;0
20131016;2013-10-16;16;3;Wednesday;10;October;4;Q4;2013;2013-10;0
20131017;2013-10-17;17;4;Thursday;10;October;4;Q4;2013;2013-10;0
20131018;2013-10-18;18;5;Friday;10;October;4;Q4;2013;2013-10;0
20131019;2013-10-19;19;6;Saturday;10;October;4;Q4;2013;2013-10;1
20131020;2013-10-20;20;7;Sunday;10;October;4;Q4;2013;2013-10;1
20131021;2013-10-21;21;1;Monday;10;October;4;Q4;2013;2013-10;0
20131022;2013-10-22;22;2;Tuesday;10;October;4;Q4;2013;2013-10;0
20131023;2013-10-23;23;3;Wednesday;10;October;4;Q4;2013;2013-10;0
20131024;2013-10-24;24;4;Thursday;10;October;4;Q4;2013;2013-10;0
20131025;2013-10-25;25;5;Friday;10;October;4;Q4;2013;2013-10;0
20131026;2013-10-26;26;6;Saturday;10;October;4;Q4;2013;2013-10;1
20131027;2013-10-27;27;7;Sunday;10;October;4;Q4;2013;2013-10;1
20131028;2013-10-28;28;1;Monday;10;October;4;Q4;2013;2013-10;0
20131029;2013-10-29;29;2;Tuesday;10;October;4;Q4;2013;2013-10;0
20131030;2013-10-30;30;3;Wednesday;10;October;4;Q4;2013;2013-10;0
20131031;2013-10-31;31;4;Thursday;10;October;4;Q4;2013;2013-10;0
20131101;2013-11-01;1;5;Friday;11;November;4;Q4;2013;2013-11;0
20131102;2013-11-02;2;6;Saturday;11;November;4;Q4;2013;2013-11;1
20131103;2013-11-03;3;7;Sunday;11;November;4;Q4;2013;2013-11;1
20131104;2013-11-04;4;1;Monday;11;November;4;Q4;2013;2013-11;0
20131105;2013-11-05;5;2;Tuesday;11;November;4;Q4;2013;2013-11;0
20131106;2013-11-06;6;3;Wednesday;11;November;4;Q4;2013;2013-11;0
20131107;2013-11-07;7;4;Thursday;11;November;4;Q4;2013;2013-11;0
20131108;2013-11-08;8;5;Friday;11;November;4;Q4;2013;2013-11;0
20131109;2013-11-09;9;6;Saturday;11;November;4;Q4;2013;2013-11;1
20131110;2013-11-10;10;7;Sunday;11;November;4;Q4;2013;2013-11;1
20131111;2013-11-11;11;1;Monday;11;November;4;Q4;2013;2013-11;0
20131112;2013-11-12;12;2;Tuesday;11;November;4;Q4;2013;2013-11;0
20131113;2013-11-13;13;3;Wednesday;11;November;4;Q4;2013;2013-11;0
20131114;2013-11-14;14;4;Thursday;11;November;4;Q4;2013;2013-11;0
20131115;2013-11-15;15;5;Friday;11;November;4;Q4;2013;2013-11;0
20131116;2013-11-16;16;6;Saturday;11;November;4;Q4;2013;2013-11;1
20131117;2013-11-17;17;7;Sunday;11;November;4;Q4;2013;2013-11;1
20131118;2013-11-18;18;1;Monday;11;November;4;Q4;2013;2013-11;0
20131119;2013-11-19;19;2;Tuesday;11;November;4;Q4;2013;2013-11;0
20131120;2013-11-20;20;3;Wednesday;11;November;4;Q4;2013;2013-11;0
20131121;2013-11-21;21;4;Thursday;11;November;4;Q4;2013;2013-11;0
20131122;2013-11-22;22;5;Friday;11;November;4;Q4;2013;2013-11;0
20131123;2013-11-23;23;6;Saturday;11;November;4;Q4;2013;2013-11;1
20131124;2013-11-24;24;7;Sunday;11;November;4;Q4;2013;2013-11;1
20131125;2013-11-25;25;1;Monday;11;November;4;Q4;2013;2013-11;0
20131126;2013-11-26;26;2;Tuesday;11;November;4;Q4;2013;2013-11;0
20131127;2013-11-27;27;3;Wednesday;11;November;4;Q4;2013;2013-11;0
20131128;2013-11-28;28;4;Thursday;11;November;4;Q4;2013;2013-11;0
20131129;2013-11-29;29;5;Friday;11;November;4;Q4;2013;2013-11;0
20131130;2013-11-30;30;6;Saturday;11;November;4;Q4;2013;2013-11;1
20131201;2013-12-01;1;7;Sunday;12;December;4;Q4;2013;2013-12;1
20131202;2013-12-02;2;1;Monday;12;December;4;Q4;2013;2013-12;0
20131203;2013-12-03;3;2;Tuesday;12;December;4;Q4;2013;2013-12;0
20131204;2013-12-04;4;3;Wednesday;12;December;4;Q4;2013;2013-12;0
20131205;2013-12-05;5;4;Thursday;12;December;4;Q4;2013;2013-12;0
20131206;2013-12-06;6;5;Friday;12;December;4;Q4;2013;2013-12;0
20131207;2013-12-07;7;6;Saturday;12;December;4;Q4;2013;2013-12;1
20131208;2013-12-08;8;7;Sunday;12;December;4;Q4;2013;2013-12;1
20131209;2013-12-09;9;1;Monday;12;December;4;Q4;2013;2013-12;0
20131210;2013-12-10;10;2;Tuesday;12;December;4;Q4;2013;2013-12;0
20131211;2013-12-11;11;3;Wednesday;12;December;4;Q4;2013;2013-12;0
